42039,402439,115 The Headrow,Leeds,LS1 5JW,429995.0,433767.0,53.799347,-1.546088,Leeds
42040,402440,147 Sports Bar,"7 Chapeltown, Pudsey, Leeds",LS28 7RZ,421839.0,432967.0,53.792561,-1.669969,Leeds
42041,402448,360 Champagne And Cocktails,"TK7 Trinity Kitchen, 401 Trinity Leeds, Albion Street, Leeds",LS1 5AY,430155.0,433448.0,53.796471,-1.54369,Leeds
42042,402475,Abbey Inn,"Pollard Lane, Bramley, Leeds",LS13 1EQ,423937.0,436776.0,53.826713,-1.637828,Leeds
42043,402485,Ackroyd Street WMC,"School Street, Morley, Leeds",LS27 8BW,426753.0,427699.0,53.744986,-1.595832,Leeds
42044,402486,Acorn Inn,"416 Leeds And Bradford Road, Bramley, Leeds",LS13 1NS,424177.0,435999.0,53.81971,-1.634242,Leeds
42045,402496,Adel War Memorial Association Ltd,"Church Lane, Adel, Leeds",LS16 8DE,427255.0,439965.0,53.855203,-1.58714,Leeds
42046,402499,Admiral Hawke Inn,"252 High Street, Boston Spa, Wetherby",LS23 6AJ,443615.0,445257.0,53.901651,-1.337691,Leeds
42047,402500,Adrian Club And Institute,"Belle Vue Avenue, Roundhay, Leeds",LS8 2NN,433677.0,436590.0,53.824504,-1.489882,Leeds
42048,402508,Aire Bar,"32 The Calls, Leeds",LS2 7EW,430456.0,433273.0,53.794881,-1.539138,Leeds
42049,402527,Albert Inn,"High Street, Yeadon, Leeds",LS19 7TA,421223.0,441150.0,53.866125,-1.678758,Leeds
42050,402537,Alfred,"4 - 8 Stonegate Road, Meanwood, Leeds",LS6 4HY,428674.0,436989.0,53.82838,-1.565845,Leeds
42051,402544,All Bar One,"27 East Parade, Leeds",LS1 5BN,429807.0,433680.0,53.798576,-1.548951,Leeds
42052,402557,Alwoodley Community Centre,"60 The Avenue, Alwoodley, Leeds",LS17 7NZ,429371.0,440440.0,53.859349,-1.554927,Leeds
42053,402581,Angel Inn,"Wakefield Road, Rothwell",LS26 0SF,432584.0,428057.0,53.747882,-1.507384,Leeds
42054,402588,Anglers Club,"Nippet Lane, Burmantofts, Leeds",LS9 7TB,431441.0,433994.0,53.801303,-1.524113,Leeds
42055,402607,Arcadia Ale Wine Bar,"34 - 35 Arndale Centre, Otley Road, Headingley, Leeds",LS6 2UE,427869.0,436296.0,53.822195,-1.578137,Leeds
42056,402613,Armley Conservative Club,"Theaker Lane, Armley, Leeds",LS12 3NU,426667.0,433663.0,53.798593,-1.596623,Leeds
42057,402620,Armley Liberal Club Ltd,"1 Armley Lodge Road, Armley, Leeds",LS12 2AT,427264.0,433881.0,53.800522,-1.58754,Leeds
42058,402626,Around The World In 80 Beers,"Ground Floor, 123 The Headrow, Leeds",LS1 5RD,429889.0,433761.0,53.7993,-1.547698,Leeds
42059,402666,Asquiths,"Commercial Street, Morley, Leeds",LS27 8HX,426364.0,427935.0,53.747127,-1.60171,Leeds
42060,402686,Baa Bar,"43-51 Cookridge Street, Leeds",LS2 3AW,429895.0,434046.0,53.801861,-1.54758,Leeds
42061,402691,Back Room,"52 Call Lane, Leeds",LS1 6DT,430311.0,433328.0,53.795384,-1.541334,Leeds
42062,402692,Bad Apples Bar,"7 Call Lane, Leeds",LS1 7DH,430418.0,433431.0,53.796303,-1.5397,Leeds
42063,402699,Baht Ap,"11 Mill Hill, Leeds",LS1 5DQ,430047.0,433312.0,53.795246,-1.545343,Leeds
42064,402718,Bar Fibre,"168 - 169 Briggate, Leeds",LS1 6LY,430252.0,433323.0,53.795342,-1.54223,Leeds
42065,402722,Baracoa,"52 Call Lane, Leeds",LS1 6DT,430311.0,433328.0,53.795384,-1.541334,Leeds
42066,402728,Bardsey Sports Club,"Sports Ground At Keswick Lane, Bardsey, Leeds",LS17 9AQ,436773.0,443950.0,53.890434,-1.441973,Leeds
42067,402739,Barley Mow Inn,"Town Street, Bramley, Leeds",LS13 3EN,424881.0,434517.0,53.806357,-1.623668,Leeds
42068,402740,Barnbow Social Club,"Manston Lane, Cross Gates, Leeds",LS15 8ST,437313.0,434639.0,53.806713,-1.434884,Leeds
42069,402748,Basement Complex,"7 Heatons Court, Leeds",LS1 4LJ,430204.0,433254.0,53.794716,-1.542966,Leeds
42070,402760,Bay Horse,"42 - 44 Bradford Road, East Ardsley, Wakefield",WF3 2HQ,430523.0,425021.0,53.72071,-1.538934,Leeds
42071,402761,Bay Horse,"66 Town Street, Farsley, Pudsey",LS28 5LF,421791.0,435361.0,53.81408,-1.670529,Leeds
42072,402763,Bay Horse Hotel,"20 Market Place, Otley",LS21 3AQ,420199.0,445537.0,53.905613,-1.694042,Leeds
42073,402765,Be At One,"6 Millennium Square, Leeds",LS2 3AD,429863.0,433947.0,53.800973,-1.548075,Leeds
42074,402769,Beat Bar,"66 Merrion Street, Leeds",LS2 8LW,430144.0,433946.0,53.800948,-1.543809,Leeds
42075,402770,Becketts Bank,"28 - 30 Park Row, Leeds",LS1 5JD,429903.0,433633.0,53.798148,-1.547498,Leeds
42076,402773,Bedford Arms,"Main Street, East Ardsley, Wakefield",WF3 2AT,430647.0,425476.0,53.724793,-1.536995,Leeds
42077,402776,Beechwood Working Mens Club,"Ramshead Drive, Seacroft, Leeds",LS14 1BS,435102.0,437063.0,53.828652,-1.468181,Leeds
42078,402783,Beeston Sports And Social Club,"130 Beeston Road, Beeston, Leeds",LS11 8BB,429428.0,431374.0,53.777872,-1.554924,Leeds
42079,402789,Belgrave Music Hall And Canteen,"1 Cross Belgrave Street, Leeds",LS2 8JP,430327.0,433944.0,53.800919,-1.541031,Leeds
42080,402795,Belle Isle Working Mens Club,"Belle Isle Road, Belle Isle, Leeds",LS10 3PE,431307.0,428717.0,53.753892,-1.52668,Leeds
42081,402852,Billys Bar,"Leeds United A F C Ltd, Elland Road, Holbeck, Leeds",LS11 0ES,428333.0,431292.0,53.777187,-1.571547,Leeds
42082,402853,Bingley Arms,"37 Church Lane, Bardsey, Leeds",LS17 9DR,436337.0,442963.0,53.881594,-1.448723,Leeds
42083,402865,Black Bull,"Market Place, Otley",LS21 3AQ,420199.0,445537.0,53.905613,-1.694042,Leeds
42084,402866,Black Bull Inn,"Commercial Street, Rothwell, Leeds",LS26 0AP,434563.0,428131.0,53.748411,-1.477368,Leeds
42085,402867,Black Horse,"Westgate, Otley",LS21 3AS,420055.0,445458.0,53.9049,-1.696239,Leeds
42086,402868,Black Lion,"Broad Lane, Bramley, Leeds",LS13 2NJ,424561.0,435605.0,53.816151,-1.628441,Leeds
42087,402871,Black Prince,"40 Boar Lane, Leeds",LS1 5DA,430011.0,433349.0,53.79559,-1.545886,Leeds
42088,402874,Blayds Bar,"3 - 5 Blayds Yard, Leeds",LS1 4AD,430192.0,433234.0,53.794537,-1.54315,Leeds
42089,402883,Bojangles,"28 - 30 Lowtown, Pudsey, Leeds",LS28 7AA,422434.0,433511.0,53.797426,-1.660898,Leeds
42090,402912,Boundary House,"24 Church Side, Methley, Leeds",LS26 9EE,439015.0,426660.0,53.734877,-1.410046,Leeds
42091,402919,Bradford Golf Club,"Hawksworth Lane, Guiseley, Leeds",LS20 8NP,417384.0,441413.0,53.86864,-1.73712,Leeds
42092,402923,Bramley Band Working Mens Club,"Town Street, Bramley, Leeds",LS13 2BG,424877.0,434795.0,53.808856,-1.623707,Leeds
42093,402926,Bramley Liberal Club,"12 Hough Lane, Bramley, Leeds",LS13 3NE,424410.0,435054.0,53.811214,-1.630778,Leeds
42094,402930,Bramley Working Mens Club,"68 Elder Road, Bramley, Leeds",LS13 4BY,424396.0,434368.0,53.805041,-1.631045,Leeds
42095,402943,Brew Dog,"Unit 2 White Cloth Hall, 27 - 27A Crown Street, Leeds",LS2 7DA,430368.0,433341.0,53.795497,-1.540467,Leeds
42096,402958,British Library Sports And Social Club,"Wighill Lane, Walton, Wetherby, Leeds",LS23 7BQ,444676.0,447274.0,53.919688,-1.32125,Leeds
42097,402980,Brown Cow And Dragon,"Selby Road, Osmondthorpe, Leeds",LS15 7AY,436309.0,433657.0,53.797958,-1.450245,Leeds
42098,402981,Brown Hare Public House,"388 Harehills Lane, Harehills",LS9 6JF,432673.0,434511.0,53.805874,-1.505353,Leeds
42099,402982,Brownlee Arms,"Long Row, Horsforth, Leeds",LS18 5AA,424121.0,438566.0,53.842784,-1.634893,Leeds
42100,402994,Bruntcliffe Working Mens Club,"Bruntcliffe Road, Morley, Leeds",LS27 0LY,424936.0,427689.0,53.744986,-1.623367,Leeds
